timestamp,usage_MB,limit_MB
1756665096.3181975,2416.49609375,15659.94921875
1756665100.3320677,2489.19921875,15659.94921875
1756665104.3444977,2487.8203125,15659.94921875
1756665108.35972,2491.23828125,15659.94921875
1756665112.3737905,2486.9296875,15659.94921875
1756665116.3858073,2479.83203125,15659.94921875
1756665120.39746,2470.2109375,15659.94921875
1756665124.4088702,2470.3515625,15659.94921875
1756665128.4212892,2470.0859375,15659.94921875
1756665132.4330523,2470.5859375,15659.94921875
1756665136.4446447,2467.59375,15659.94921875
1756665140.4602075,2467.59375,15659.94921875
1756665144.4767818,2467.5859375,15659.94921875
1756665148.4961364,2426.25,15659.94921875
1756665152.5214067,2426.25,15659.94921875
1756665156.560695,2426.25,15659.94921875
